Provinsi/Kabupaten/Kota,
,[Metode Baru] Indeks Pembangunan Manusia
,2010
ACEH,67.09
Simeulue,60.6
Aceh Singkil,62.36
Aceh Selatan,61.22
Aceh Tenggara,63.82
Aceh Timur,61.75
Aceh Tengah,69.17
Aceh Barat,66.05
Aceh Besar,69.76
Pidie,66.75
Bireuen,66.42
Aceh Utara,63.56
Aceh Barat Daya,60.91
Gayo Lues,60.93
Aceh Tamiang,64.67
Nagan Raya,63.57
Aceh Jaya,64.75
Bener Meriah,67.29
Pidie Jaya,68.38
Kota Banda Aceh,80.36
Kota Sabang,69.7
Kota Langsa,71.79
Kota Lhokseumawe,71.55
Kota Subulussalam,58.97
SUMATERA UTARA,67.09
Nias,54.72
Mandailing Natal,60.76
Tapanuli Selatan,64.2
Tapanuli Tengah,64.39
Tapanuli Utara,68.43
Toba Samosir / Toba,70.9
Labuhan Batu,66.88
Asahan,65.06
Simalungun,68.8
Dairi,65.91
Karo,70.36
Deli Serdang,70.06
Langkat,64.57
Nias Selatan,54.54
Humbang Hasundutan,63.4
Pakpak Bharat,61.76
Samosir,65.14
Serdang Bedagai,64.67
Batu Bara,63.45
Padang Lawas Utara,64.25
Padang Lawas,62.45
Labuhan Batu Selatan,65.32
Labuhan Batu Utara,66.72
Nias Utara,-
Nias Barat,-
Kota Sibolga,68.37
Kota Tanjung Balai,63.47
Kota Pematang Siantar,72.52
Kota Tebing Tinggi,69.96
Kota Medan,77.02
Kota Binjai,70.54
Kota Padangsidimpuan,70.23
Kota Gunungsitoli,-
SUMATERA BARAT,67.25
Kepulauan Mentawai,55.66
Pesisir Selatan,65.09
Solok,64.53
Sijunjung,62.51
Tanah Datar,66.47
Padang Pariaman,65.16
Agam,66.12
Lima Puluh Kota,64.64
Pasaman,60.88
Solok Selatan,64.51
Dharmasraya,66.56
Pasaman Barat,61.77
Kota Padang,78.44
Kota Solok,74.38
Kota Sawah Lunto,67.55
Kota Padang Panjang,73.27
Kota Bukittinggi,76.12
Kota Payakumbuh,74.89
Kota Pariaman,72.56
RIAU,68.65
Kuantan Singingi,65.07
Indragiri Hulu,65.1
Indragiri Hilir,61.98
Pelalawan,65.95
Siak,69.78
Kampar,68.62
Rokan Hulu,63.59
Bengkalis,69.29
Rokan Hilir,64.13
Kepulauan Meranti,59.71
Kota Pekanbaru,77.34
Kota Dumai,69.55
JAMBI,65.39
Kerinci,65.16
Merangin,63.85
Sarolangun,64.64
Batang Hari,65.67
Muaro Jambi,62.84
Tanjung Jabung Timur,57.21
Tanjung Jabung Barat,61.49
Tebo,63.62
Bungo,66.28
Kota Jambi,72.23
Kota Sungai Penuh,69.91
SUMATERA SELATAN,64.44
Ogan Komering Ulu,64.13
Ogan Komering Ilir,61.04
Muara Enim,62.12
Lahat,62.31
Musi Rawas,59.69
Musi Banyuasin,61.79
Banyu Asin,60.31
Ogan Komering Ulu Selatan,58.88
Ogan Komering Ulu Timur,63.36
Ogan Ilir,61.62
Empat Lawang,61.11
Penukal Abab Lematang Ilir,-
Musi Rawas Utara,-
Kota Palembang,73.33
Kota Prabumulih,69.39
Kota Pagar Alam,61.97
Kota Lubuklinggau,70.72
BENGKULU,65.35
Bengkulu Selatan,65.84
Rejang Lebong,64.19
Bengkulu Utara,63.5
Kaur,61.39
Seluma,60.27
Mukomuko,62.95
Lebong,61.87
Kepahiang,62.6
Bengkulu Tengah,61.7
Kota Bengkulu,74.92
LAMPUNG,63.71
Lampung Barat,60.93
Tanggamus,60.09
Lampung Selatan,61.07
Lampung Timur,63.23
Lampung Tengah,64.14
Lampung Utara,61.82
Way Kanan,61.27
Tulangbawang,63.21
Pesawaran,58.64
Pringsewu,-
Mesuji,-
Tulang Bawang Barat,-
Pesisir Barat,-
Kota Bandar Lampung,71.11
Kota Metro,71.37
KEP. BANGKA BELITUNG,66.02
Bangka,66.41
Belitung,66.79
Bangka Barat,63.16
Bangka Tengah,65.1
Bangka Selatan,59.98
Belitung Timur,64.99
Kota Pangkal Pinang,74.68
KEPULAUAN RIAU,71.13
Karimun,66.4
Bintan,69.87
Natuna,66.29
Lingga,57.36
Kepulauan Anambas,63.03
Kota Batam,76.98
Kota Tanjung Pinang,73.76
DKI JAKARTA,76.31
Kep. Seribu,64.96
Kota Jakarta Selatan,80.26
Kota Jakarta Timur,78.06
Kota Jakarta Pusat,77.3
Kota Jakarta Barat,76.65
Kota Jakarta Utara,75.15
JAWA BARAT,66.15
Bogor,64.35
Sukabumi,60.69
Cianjur,58.58
Bandung,67.28
Garut,60.23
Tasikmalaya,60.21
Ciamis,64.64
Kuningan,64.4
Cirebon,63.64
Majalengka,62.3
Sumedang,66.04
Indramayu,60.86
Subang,63.54
Purwakarta,64.93
Karawang,64.58
Bekasi,67.58
Bandung Barat,61.34
Pangandaran,-
