Provinsi/Kabupaten/Kota,
,[Metode Baru] Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang/Tahun)
,2015
ACEH,8533
Simeulue,6328
Aceh Singkil,7602
Aceh Selatan,7224
Aceh Tenggara,7001
Aceh Timur,7623
Aceh Tengah,9473
Aceh Barat,8135
Aceh Besar,8775
Pidie,9233
Bireuen,7622
Aceh Utara,7327
Aceh Barat Daya,7303
Gayo Lues,7780
Aceh Tamiang,7750
Nagan Raya,7141
Aceh Jaya,8749
Bener Meriah,9760
Pidie Jaya,9398
Kota Banda Aceh,15362
Kota Sabang,10041
Kota Langsa,10605
Kota Lhokseumawe,10093
Kota Subulussalam,6504
SUMATERA UTARA,9563
Nias,6234
Mandailing Natal,9096
Tapanuli Selatan,10623
Tapanuli Tengah,9555
Tapanuli Utara,11079
Toba Samosir / Toba,11535
Labuhan Batu,10356
Asahan,10067
Simalungun,10728
Dairi,9708
Karo,11800
Deli Serdang,11359
Langkat,10364
Nias Selatan,6454
Humbang Hasundutan,6889
Pakpak Bharat,7496
Samosir,7698
Serdang Bedagai,10110
Batu Bara,9692
Padang Lawas Utara,9363
Padang Lawas,7955
Labuhan Batu Selatan,10319
Labuhan Batu Utara,11201
Nias Utara,5627
Nias Barat,5207
Kota Sibolga,10765
Kota Tanjung Balai,10326
Kota Pematang Siantar,11388
Kota Tebing Tinggi,11393
Kota Medan,14191
Kota Binjai,10098
Kota Padangsidimpuan,9668
Kota Gunungsitoli,6742
SUMATERA BARAT,9804
Kepulauan Mentawai,5684
Pesisir Selatan,8412
Solok,9334
Sijunjung,9796
Tanah Datar,10103
Padang Pariaman,10260
Agam,8859
Lima Puluh Kota,8774
Pasaman,7340
Solok Selatan,9653
Dharmasraya,10713
Pasaman Barat,8109
Kota Padang,13522
Kota Solok,11350
Kota Sawah Lunto,8931
Kota Padang Panjang,9670
Kota Bukittinggi,12330
Kota Payakumbuh,12622
Kota Pariaman,11814
RIAU,10364
Kuantan Singingi,9770
Indragiri Hulu,9776
Indragiri Hilir,9787
Pelalawan,11422
Siak,11604
Kampar,10710
Rokan Hulu,8942
Bengkalis,10965
Rokan Hilir,9176
Kepulauan Meranti,7030
Kota Pekanbaru,14126
Kota Dumai,11058
JAMBI,9446
