Provinsi/Kabupaten/Kota,
,[Metode Baru] Indeks Pembangunan Manusia
,2012
ACEH,67.81
Simeulue,61.25
Aceh Singkil,64.23
Aceh Selatan,61.69
Aceh Tenggara,64.99
Aceh Timur,62.93
Aceh Tengah,70.18
Aceh Barat,66.66
Aceh Besar,70.1
Pidie,67.3
Bireuen,67.57
Aceh Utara,64.82
Aceh Barat Daya,62.15
Gayo Lues,62.85
Aceh Tamiang,65.21
Nagan Raya,64.91
Aceh Jaya,66.42
Bener Meriah,69.14
Pidie Jaya,68.9
Kota Banda Aceh,81.3
Kota Sabang,70.84
Kota Langsa,72.75
Kota Lhokseumawe,73.55
Kota Subulussalam,59.76
SUMATERA UTARA,67.74
Nias,56.5
Mandailing Natal,62.26
Tapanuli Selatan,65.95
Tapanuli Tengah,65.43
Tapanuli Utara,69.83
Toba Samosir / Toba,71.89
Labuhan Batu,68.64
Asahan,66.23
Simalungun,69.79
Dairi,66.95
Karo,71.4
Deli Serdang,70.88
Langkat,66.18
Nias Selatan,55.97
Humbang Hasundutan,64.54
Pakpak Bharat,63.88
Samosir,66.31
Serdang Bedagai,66.14
Batu Bara,64.45
Padang Lawas Utara,65.65
Padang Lawas,64.05
Labuhan Batu Selatan,67.06
Labuhan Batu Utara,67.84
Nias Utara,57.87
Nias Barat,56.2
Kota Sibolga,69.71
Kota Tanjung Balai,64.89
Kota Pematang Siantar,74.51
Kota Tebing Tinggi,71.34
Kota Medan,77.78
Kota Binjai,71.54
Kota Padangsidimpuan,71.38
Kota Gunungsitoli,64.34
SUMATERA BARAT,68.36
Kepulauan Mentawai,56.1
Pesisir Selatan,66.49
Solok,65.62
Sijunjung,63.7
Tanah Datar,67.29
Padang Pariaman,66.2
Agam,67.95
Lima Puluh Kota,65.87
Pasaman,62.26
Solok Selatan,65.12
Dharmasraya,67.76
Pasaman Barat,63.33
Kota Padang,79
Kota Solok,75.02
Kota Sawah Lunto,68.59
Kota Padang Panjang,74.22
Kota Bukittinggi,76.92
Kota Payakumbuh,75.89
Kota Pariaman,73.47
RIAU,69.15
Kuantan Singingi,66.31
Indragiri Hulu,66.5
Indragiri Hilir,63.04
Pelalawan,67.25
Siak,70.45
Kampar,70.08
Rokan Hulu,64.99
Bengkalis,70.26
Rokan Hilir,65.09
Kepulauan Meranti,61.49
Kota Pekanbaru,77.94
Kota Dumai,71.07
JAMBI,66.94
Kerinci,66.71
Merangin,65.31
Sarolangun,66.16
Batang Hari,66.97
Muaro Jambi,64.17
Tanjung Jabung Timur,58.63
Tanjung Jabung Barat,62.86
Tebo,65.23
Bungo,67.2
Kota Jambi,73.78
Kota Sungai Penuh,71.23
SUMATERA SELATAN,65.79
Ogan Komering Ulu,65.09
Ogan Komering Ilir,62.29
Muara Enim,63.34
Lahat,63.66
Musi Rawas,61.37
Musi Banyuasin,63.27
Banyu Asin,61.69
Ogan Komering Ulu Selatan,60.63
Ogan Komering Ulu Timur,65.18
Ogan Ilir,63.03
Empat Lawang,62.3
Penukal Abab Lematang Ilir,-
Musi Rawas Utara,-
Kota Palembang,74.74
Kota Prabumulih,70.95
Kota Pagar Alam,63.33
Kota Lubuklinggau,72.04
BENGKULU,66.61
Bengkulu Selatan,66.77
Rejang Lebong,65.51
Bengkulu Utara,65.47
Kaur,62.32
Seluma,61.55
Mukomuko,64.16
Lebong,62.84
Kepahiang,63.86
Bengkulu Tengah,63.12
Kota Bengkulu,75.71
LAMPUNG,64.87
Lampung Barat,62.51
Tanggamus,61.14
Lampung Selatan,62.68
Lampung Timur,65.1
Lampung Tengah,65.6
Lampung Utara,62.93
Way Kanan,62.79
Tulangbawang,64.11
Pesawaran,59.98
Pringsewu,65.37
Mesuji,57.67
Tulang Bawang Barat,60.77
Pesisir Barat,-
Kota Bandar Lampung,72.88
Kota Metro,72.86
KEP. BANGKA BELITUNG,67.21
Bangka,67.99
Belitung,67.87
Bangka Barat,64.92
Bangka Tengah,66.88
Bangka Selatan,61.17
Belitung Timur,66.59
Kota Pangkal Pinang,75.69
KEPULAUAN RIAU,72.36
Karimun,67.67
Bintan,71.01
Natuna,68.8
Lingga,59.38
Kepulauan Anambas,64.32
Kota Batam,78.39
Kota Tanjung Pinang,75.91
DKI JAKARTA,77.53
Kep. Seribu,66.92
Kota Jakarta Selatan,81.72
Kota Jakarta Timur,79.52
Kota Jakarta Pusat,78.44
Kota Jakarta Barat,78.05
Kota Jakarta Utara,76.89
JAWA BARAT,67.32
Bogor,65.66
Sukabumi,62.27
Cianjur,60.28
Bandung,68.13
Garut,61.04
Tasikmalaya,61.69
Ciamis,66.29
Kuningan,65.6
Cirebon,64.48
Majalengka,63.13
Sumedang,67.36
Indramayu,62.09
Subang,64.86
Purwakarta,66.3
Karawang,65.97
Bekasi,69.38
Bandung Barat,63.17
