kabupaten_kota,garis_kemiskinan_2015,garis_kemiskinan_2016,garis_kemiskinan_2017,garis_kemiskinan_2018,garis_kemiskinan_2019,garis_kemiskinan_2020,garis_kemiskinan_2021,garis_kemiskinan_2022,garis_kemiskinan_2023,garis_kemiskinan_2024,ipm_2015,ipm_2016,ipm_2017,ipm_2018,ipm_2019,ipm_2020,ipm_2021,ipm_2022,ipm_2023,ipm_2024,pengeluaran_perkapita_2015,pengeluaran_perkapita_2016,pengeluaran_perkapita_2017,pengeluaran_perkapita_2018,pengeluaran_perkapita_2019,pengeluaran_perkapita_2020,pengeluaran_perkapita_2021,pengeluaran_perkapita_2022,pengeluaran_perkapita_2023,pengeluaran_perkapita_2024
Ogan Komering Ulu Selatan,247779.0,273594.0,286157.0,310717.0,319333.0,341148.0,359859.0,379854.0,413228.0,436420.0,62.57,63.42,63.96,64.84,65.43,65.3,65.34,65.87,66.67,67.65,7581.0,7902.0,7997.0,8445.0,8830.0,8580.0,8585.0,8895.0,9176.0,9680.0
Ogan Komering Ulu Timur,241731.0,274608.0,285970.0,312340.0,321629.0,343601.0,362446.0,383463.0,410548.0,434534.0,67.17,67.38,67.84,68.58,69.34,69.28,69.58,70.23,70.96,71.55,10862.0,11024.0,11169.0,11612.0,11753.0,11505.0,11531.0,11759.0,12046.0,12623.0
Pacitan,228573.0,239339.0,250942.0,268592.0,283321.0,296271.0,309655.0,327758.0,352606.0,370643.0,64.92,65.74,66.51,67.33,68.16,68.39,68.57,69.37,70.19,70.74,7686.0,8048.0,8288.0,8527.0,9033.0,8796.0,8887.0,9184.0,9681.0,10099.0
Padang Lawas,247594.0,268922.0,281464.0,310569.0,332350.0,367932.0,388404.0,418610.0,449217.0,483395.0,65.99,66.23,66.82,67.59,68.16,68.25,68.64,69.58,70.34,71.27,7955.0,8094.0,8445.0,8772.0,9100.0,8807.0,8921.0,9207.0,9395.0,9821.0
Padang Lawas Utara,256219.0,278290.0,291036.0,321076.0,342885.0,380379.0,401435.0,430944.0,467457.0,502403.0,67.35,68.05,68.34,68.77,69.29,69.85,70.11,70.93,71.63,72.32,9363.0,9600.0,9737.0,9912.0,10194.0,9987.0,10055.0,10447.0,10615.0,10925.0
Padang Pariaman,331676.0,374636.0,385736.0,402960.0,411182.0,455463.0,475342.0,499461.0,548147.0,580392.0,68.04,68.44,68.9,69.71,70.59,70.61,70.76,71.63,72.61,73.1,10260.0,10455.0,10579.0,10919.0,11158.0,10998.0,11050.0,11159.0,11432.0,11756.0
Pakpak Bharat,217919.0,248835.0,256781.0,283258.0,287654.0,311584.0,332644.0,357844.0,384812.0,412759.0,65.53,65.81,66.25,66.63,67.47,67.59,67.94,68.85,69.58,70.36,7496.0,7641.0,7913.0,8099.0,8402.0,8170.0,8254.0,8558.0,8764.0,9158.0
Pamekasan,278093.0,292631.0,302431.0,317144.0,332775.0,357074.0,368259.0,392345.0,431127.0,467493.0,63.1,63.98,64.93,65.41,65.94,66.26,66.4,66.99,67.96,68.49,7679.0,7975.0,8311.0,8536.0,8834.0,8739.0,8804.0,8967.0,9420.0,9811.0
Pandeglang,247073.0,267752.0,285822.0,310859.0,326517.0,361713.0,390754.0,416248.0,455297.0,479886.0,62.72,63.4,63.82,64.34,64.91,65.0,65.17,65.84,66.42,66.99,7730.0,8138.0,8358.0,8613.0,8719.0,8572.0,8635.0,8827.0,9151.0,9574.0
Pangandaran,303646.0,327399.0,342672.0,360960.0,367748.0,382264.0,394101.0,411174.0,447242.0,470068.0,65.62,65.79,66.6,67.44,68.21,68.06,68.28,69.03,69.38,69.85,8265.0,8312.0,8588.0,8968.0,9423.0,9084.0,9065.0,9389.0,9406.0,9654.0
Paniai,388098.0,418520.0,461606.0,465658.0,479877.0,512058.0,556861.0,591595.0,654960.0,711078.0,54.2,54.34,54.91,55.83,56.58,56.31,56.7,57.14,57.91,58.69,6161.0,6191.0,6355.0,6535.0,6767.0,6361.0,6377.0,6554.0,6977.0,7470.0
Parigi Moutong,318088.0,354554.0,366762.0,388440.0,414380.0,444258.0,458385.0,495623.0,531255.0,553012.0,62.79,63.6,64.09,64.85,65.47,65.44,65.82,66.26,67.11,67.49,9150.0,9351.0,9488.0,9808.0,9878.0,9641.0,9675.0,10063.0,10471.0,10846.0
Pasaman,272779.0,307552.0,320478.0,334800.0,347153.0,388726.0,408293.0,431915.0,472703.0,515608.0,64.01,64.57,64.94,65.6,66.46,66.64,66.77,67.41,68.13,68.89,7340.0,7678.0,7882.0,8238.0,8599.0,8425.0,8440.0,8619.0,8908.0,9194.0
Pasaman Barat,329051.0,367159.0,382820.0,402877.0,417742.0,467769.0,492467.0,544829.0,596225.0,657354.0,65.26,66.03,66.83,67.43,68.21,68.49,68.76,69.57,70.19,70.93,8109.0,8393.0,8704.0,8979.0,9180.0,9047.0,9089.0,9381.0,9538.0,9888.0
Paser,363060.0,395803.0,433823.0,455635.0,477440.0,515414.0,527659.0,556371.0,600332.0,634259.0,70.3,71.0,71.16,71.61,72.29,72.04,72.93,73.44,74.14,74.7,9900.0,10171.0,10280.0,10605.0,10767.0,10344.0,10673.0,11181.0,11651.0,12181.0
Pasuruan,292281.0,306311.0,315145.0,331057.0,335653.0,355299.0,368686.0,394016.0,429624.0,450088.0,65.04,65.71,66.69,67.41,68.29,68.6,68.93,69.68,70.29,70.73,8707.0,9198.0,9556.0,9933.0,10381.0,10164.0,10297.0,10726.0,11239.0,11617.0
Pati,347575.0,377442.0,393817.0,414316.0,423922.0,445913.0,458616.0,486855.0,532545.0,559499.0,68.51,69.03,70.12,70.71,71.35,71.77,72.28,73.14,73.59,74.1,9380.0,9548.0,9813.0,10190.0,10660.0,10390.0,10506.0,10948.0,11385.0,11829.0
Pegunungan Arfak,530286.0,552153.0,586493.0,589168.0,628281.0,670687.0,683722.0,706497.0,723662.0,738135.0,53.73,53.89,54.39,55.31,56.15,56.33,56.13,57.01,57.82,58.73,4570.0,4594.0,4683.0,4979.0,5102.0,5099.0,5009.0,5204.0,5438.0,5722.0
Pegunungan Bintang,405665.0,431818.0,455819.0,511229.0,560354.0,580393.0,632210.0,692059.0,766275.0,917115.0,40.91,41.9,43.24,44.22,45.21,45.44,46.28,47.21,48.18,49.36,5176.0,5289.0,5506.0,5578.0,5633.0,5409.0,5429.0,5618.0,5849.0,6196.0
Pekalongan,317796.0,341648.0,354435.0,361297.0,382832.0,403662.0,416779.0,441765.0,480934.0,505520.0,67.4,67.71,68.4,68.97,69.71,69.63,70.11,70.81,71.4,71.84,9208.0,9300.0,9702.0,10221.0,10508.0,10312.0,10409.0,10707.0,11297.0,11701.0
Pelalawan,451528.0,473240.0,487648.0,515581.0,534078.0,585728.0,618738.0,655641.0,689786.0,729977.0,69.82,70.21,70.59,71.44,71.85,71.56,72.08,72.93,73.59,74.08,11422.0,11641.0,11725.0,11894.0,12149.0,11606.0,11672.0,12163.0,12399.0,12575.0
Pemalang,298622.0,319434.0,331584.0,351183.0,372115.0,389209.0,401857.0,429549.0,467204.0,493593.0,63.7,64.17,65.04,65.67,66.32,66.32,66.56,67.19,68.03,68.55,7177.0,7447.0,7785.0,8186.0,8546.0,8461.0,8573.0,8994.0,9587.0,10017.0
Penajam Paser Utara,360245.0,391083.0,426111.0,447539.0,466918.0,499807.0,513666.0,538022.0,583239.0,617673.0,69.26,69.96,70.59,71.13,71.64,71.41,72.01,72.55,73.3,73.9,10913.0,11019.0,11126.0,11492.0,11750.0,11231.0,11651.0,11890.0,12517.0,13100.0
Penukal Abab Lematang Ilir,298117.0,330907.0,346448.0,377160.0,388208.0,412236.0,435379.0,458746.0,487341.0,503822.0,60.83,61.66,62.58,63.49,64.33,64.7,64.88,65.75,66.64,67.48,7197.0,7491.0,7834.0,8136.0,8400.0,8196.0,8210.0,8680.0,9139.0,9604.0
Pesawaran,305540.0,330874.0,347215.0,360909.0,372649.0,403441.0,420032.0,452521.0,491249.0,524588.0,62.7,63.47,64.43,64.97,65.75,65.79,66.14,66.7,67.67,68.52,6744.0,7055.0,7449.0,7724.0,8059.0,7892.0,7934.0,8192.0,8633.0,9190.0
Pesisir Barat,342310.0,371724.0,390885.0,393302.0,407290.0,441917.0,460090.0,496629.0,545538.0,566040.0,60.55,61.5,62.2,62.96,63.79,63.91,64.3,65.14,66.0,66.73,7251.0,7616.0,7890.0,8355.0,8652.0,8457.0,8533.0,8663.0,9102.0,9550.0
Pesisir Selatan,333243.0,366228.0,390955.0,409882.0,431817.0,467743.0,491573.0,526564.0,554057.0,589787.0,68.07,68.39,68.74,69.4,70.08,69.9,70.03,70.84,71.44,72.02,8412.0,8605.0,8819.0,9089.0,9444.0,9212.0,9270.0,9686.0,9953.0,10211.0
Pidie,374031.0,393370.0,408150.0,435873.0,462059.0,493145.0,504452.0,535713.0,579450.0,607117.0,68.68,69.06,69.52,69.93,70.41,70.63,70.7,71.2,71.66,72.31,9233.0,9273.0,9377.0,9492.0,9824.0,9816.0,9860.0,10211.0,10584.0,11187.0
Pidie Jaya,380371.0,399377.0,429966.0,448201.0,455995.0,481308.0,495254.0,523239.0,572452.0,599755.0,70.49,71.13,71.73,72.12,72.87,73.2,73.6,74.34,74.8,75.16,9398.0,9590.0,9691.0,9967.0,10364.0,10071.0,10290.0,10701.0,11005.0,11274.0
Pinrang,234897.0,250163.0,256054.0,280746.0,294349.0,336346.0,345892.0,366808.0,400091.0,414198.0,69.24,69.42,69.9,70.62,71.12,71.26,71.45,71.97,72.84,73.55,10791.0,10899.0,11279.0,11508.0,11828.0,11844.0,11956.0,12102.0,12559.0,13010.0
Pohuwato,222996.0,238364.0,247476.0,263617.0,275240.0,309174.0,327587.0,345924.0,370530.0,391236.0,62.5,63.17,63.88,64.44,65.27,65.37,65.8,66.53,67.15,68.02,9146.0,9381.0,9715.0,10076.0,10316.0,10255.0,10409.0,10913.0,11018.0,11618.0
Polewali Mandar,305462.0,337138.0,351856.0,366355.0,376827.0,401057.0,416443.0,452836.0,482658.0,507347.0,60.87,61.51,62.35,63.14,63.74,63.84,64.23,64.79,65.59,66.22,7331.0,7559.0,7947.0,8355.0,8598.0,8580.0,8548.0,8726.0,9096.0,9536.0
Ponorogo,251525.0,266312.0,279168.0,297467.0,313175.0,326205.0,341090.0,362461.0,395069.0,413619.0,68.16,68.93,69.26,69.91,70.56,70.81,71.06,71.87,72.5,73.01,8654.0,8908.0,9107.0,9426.0,9883.0,9670.0,9851.0,10199.0,10658.0,11065.0
Poso,378190.0,416003.0,429161.0,449834.0,477801.0,515435.0,530022.0,561276.0,599881.0,620267.0,68.13,68.83,69.78,70.68,71.4,71.28,71.45,71.93,72.48,72.87,7971.0,8345.0,8781.0,8936.0,9084.0,8808.0,8850.0,9218.0,9622.0,9948.0
Pringsewu,350883.0,379279.0,398830.0,408174.0,422691.0,458627.0,475983.0,511679.0,555787.0,583425.0,67.55,68.26,68.61,69.42,69.97,70.3,70.45,70.98,71.61,72.29,9020.0,9533.0,9731.0,10190.0,10289.0,10262.0,10302.0,10577.0,11016.0,11543.0
Probolinggo,355051.0,373569.0,384343.0,402532.0,417991.0,441258.0,451395.0,475713.0,514274.0,537724.0,63.83,64.12,64.28,64.85,65.6,66.07,66.26,66.96,67.79,68.29,9976.0,10170.0,10239.0,10700.0,10972.0,10859.0,10969.0,11254.0,11756.0,12258.0
Pulang Pisau,314673.0,335165.0,347878.0,349978.0,365674.0,395989.0,411258.0,454933.0,507058.0,542349.0,65.76,66.49,67.0,67.54,68.34,68.45,68.53,69.01,69.6,70.27,8639.0,9017.0,9365.0,9807.0,10104.0,10047.0,10082.0,10273.0,10752.0,11207.0
Pulau Morotai,211627.0,229343.0,236532.0,249242.0,265761.0,276746.0,291879.0,301712.0,379931.0,428136.0,59.27,59.87,60.71,61.39,62.38,62.5,62.9,63.8,64.73,65.68,5809.0,5888.0,6167.0,6294.0,6655.0,6290.0,6378.0,6767.0,7141.0,7523.0
Pulau Taliabu,286373.0,331968.0,342401.0,360955.0,387664.0,401710.0,425241.0,448735.0,491203.0,525953.0,58.26,58.66,59.03,59.67,60.62,60.48,60.73,61.64,62.31,62.9,6158.0,6208.0,6306.0,6455.0,6659.0,6390.0,6467.0,6623.0,6939.0,7226.0
Puncak,517396.0,545506.0,602481.0,611369.0,630074.0,664865.0,721541.0,754778.0,836828.0,888666.0,39.41,39.96,41.06,41.81,42.7,43.04,43.17,43.87,44.59,45.6,5118.0,5181.0,5413.0,5506.0,5702.0,5378.0,5412.0,5583.0,5975.0,6363.0
Puncak Jaya,497583.0,526756.0,581537.0,589022.0,604945.0,639503.0,708658.0,744762.0,823079.0,879631.0,44.87,45.49,46.57,47.39,48.33,48.37,48.99,49.84,50.81,51.78,4979.0,5089.0,5341.0,5459.0,5523.0,5282.0,5289.0,5422.0,5731.0,6091.0
Purbalingga,283366.0,301862.0,313343.0,324735.0,355702.0,375199.0,384183.0,407849.0,439208.0,460870.0,67.03,67.48,67.72,68.41,68.99,68.97,69.15,69.54,70.24,70.69,8938.0,9159.0,9340.0,9786.0,10131.0,9914.0,10032.0,10277.0,10964.0,11343.0
Purwakarta,296477.0,312499.0,325607.0,352061.0,367273.0,378287.0,387754.0,403663.0,434187.0,467948.0,67.84,68.56,69.28,69.98,70.67,70.82,70.98,71.56,72.09,72.65,10550.0,10732.0,10941.0,11372.0,11819.0,11614.0,11669.0,12193.0,12619.0,13099.0
Purworejo,294158.0,313931.0,325871.0,335995.0,345458.0,364289.0,376127.0,393731.0,427622.0,459253.0,70.37,70.66,71.31,71.87,72.5,72.68,72.98,73.6,74.28,75.11,9305.0,9497.0,9601.0,10048.0,10342.0,10163.0,10275.0,10671.0,11110.0,11584.0
Raja Ampat,282739.0,305019.0,317416.0,326050.0,347203.0,374488.0,388021.0,464797.0,557107.0,629473.0,61.23,61.95,62.35,62.84,63.66,63.89,63.92,64.65,65.26,65.86,7191.0,7393.0,7508.0,7760.0,7958.0,8014.0,7882.0,8187.0,8483.0,8761.0
Rejang Lebong,346981.0,382027.0,408680.0,434643.0,449999.0,472555.0,487490.0,530029.0,566433.0,595125.0,67.51,68.34,68.61,69.4,70.1,70.44,70.77,71.45,72.31,72.92,9050.0,9520.0,9660.0,10045.0,10162.0,10234.0,10323.0,10547.0,10848.0,11385.0
Rembang,314596.0,338986.0,354440.0,365443.0,384561.0,403932.0,414977.0,441482.0,477514.0,518607.0,68.18,68.6,68.95,69.46,70.15,70.02,70.43,71.0,71.89,72.53,9122.0,9453.0,9736.0,10191.0,10551.0,10328.0,10519.0,10937.0,11399.0,11830.0
Rokan Hilir,317220.0,345953.0,367338.0,371067.0,388701.0,418473.0,437398.0,465614.0,511610.0,545799.0,66.81,67.52,67.84,68.73,69.4,69.15,69.34,70.1,70.78,71.2,9176.0,9181.0,9250.0,9316.0,9672.0,9362.0,9417.0,9906.0,10097.0,10447.0
Rokan Hulu,384226.0,420884.0,446901.0,467343.0,488401.0,532643.0,551351.0,585225.0,647599.0,699018.0,67.29,67.86,68.67,69.36,69.93,69.38,69.67,70.31,71.02,71.82,8942.0,9065.0,9303.0,9608.0,9979.0,9374.0,9406.0,9841.0,10055.0,10586.0
Rote Ndao,255551.0,279079.0,283704.0,287867.0,305166.0,322619.0,341135.0,372179.0,410491.0,426843.0,58.32,59.28,60.51,61.51,62.22,62.39,62.6,63.21,64.0,64.59,5946.0,6110.0,6320.0,6484.0,6720.0,6539.0,6503.0,6719.0,7061.0,7365.0
Sabu Raijua,310381.0,332332.0,354983.0,368187.0,374256.0,403846.0,438492.0,480844.0,526831.0,549947.0,53.28,54.16,55.22,55.79,56.66,57.02,57.03,57.9,58.89,59.58,4781.0,4923.0,5120.0,5245.0,5354.0,5265.0,5256.0,5558.0,5899.0,6207.0
Sambas,329993.0,345066.0,369202.0,407346.0,427240.0,438062.0,451173.0,472079.0,498209.0,528017.0,64.14,64.94,65.92,66.61,67.02,67.03,67.1,67.95,68.69,69.31,9195.0,9311.0,9403.0,9774.0,9924.0,9858.0,9828.0,10462.0,11057.0,11538.0
Samosir,242263.0,271619.0,287857.0,299640.0,315825.0,341843.0,370082.0,396267.0,425875.0,455397.0,68.43,68.82,69.43,69.99,70.55,70.63,70.83,71.67,72.08,72.88,7698.0,7813.0,8163.0,8348.0,8654.0,8422.0,8504.0,8991.0,9158.0,9634.0
Sampang,284928.0,296268.0,307606.0,325825.0,346075.0,374908.0,391032.0,411661.0,454716.0,491753.0,58.18,59.09,59.9,61.0,61.94,62.7,62.8,63.39,64.13,64.65,7827.0,8096.0,8352.0,8569.0,8760.0,8739.0,8790.0,8944.0,9363.0,9782.0
Sanggau,250928.0,265067.0,283608.0,312909.0,328763.0,346983.0,363714.0,395305.0,416112.0,440303.0,63.05,63.9,64.61,65.15,65.67,65.77,66.2,66.91,67.77,68.43,7622.0,7729.0,7828.0,8126.0,8410.0,8245.0,8328.0,8782.0,9213.0,9728.0
Sarmi,377926.0,399291.0,421484.0,472720.0,518491.0,535586.0,554491.0,584626.0,633124.0,653436.0,60.99,61.27,62.31,63.0,63.45,63.63,63.94,64.86,65.8,66.72,6379.0,6417.0,6723.0,6814.0,6860.0,6600.0,6617.0,6864.0,7204.0,7499.0
Sarolangun,370205.0,386460.0,393344.0,403411.0,424223.0,459092.0,472866.0,497951.0,545939.0,607306.0,68.1,68.73,69.03,69.41,69.72,69.86,70.25,70.89,71.29,72.01,11169.0,11349.0,11478.0,11609.0,11679.0,11616.0,11792.0,12069.0,12392.0,12679.0
Sekadau,256452.0,269324.0,288162.0,313930.0,329835.0,339456.0,351726.0,370836.0,392195.0,414782.0,62.34,62.52,63.04,63.69,64.34,64.76,64.93,65.58,66.33,67.25,6795.0,6820.0,7001.0,7326.0,7640.0,7434.0,7462.0,7566.0,7981.0,8511.0
Seluma,303713.0,332483.0,355680.0,377647.0,386321.0,400090.0,414446.0,444931.0,478617.0,502739.0,63.41,64.04,65.0,65.99,66.69,66.89,67.03,67.76,68.27,68.97,7077.0,7335.0,7584.0,7844.0,8209.0,8220.0,8256.0,8657.0,8949.0,9474.0
Semarang,286918.0,307505.0,317935.0,341576.0,377674.0,404455.0,416395.0,459151.0,498952.0,520639.0,71.89,72.4,73.2,73.61,74.14,74.1,74.24,74.67,75.13,75.67,10778.0,11102.0,11389.0,11807.0,12116.0,11966.0,12070.0,12448.0,12943.0,13377.0
Seram Bagian Barat,320963.0,334729.0,350853.0,359085.0,394628.0,419793.0,427355.0,449297.0,486747.0,508517.0,63.02,63.76,64.34,65.14,65.49,65.62,65.83,66.67,67.56,68.39,7921.0,8121.0,8333.0,8543.0,8704.0,8690.0,8720.0,8890.0,9324.0,9706.0
Seram Bagian Timur,311770.0,319266.0,334645.0,341261.0,375040.0,398430.0,403573.0,421902.0,458176.0,478721.0,60.27,61.15,62.06,62.98,63.74,64.12,64.3,65.05,65.82,66.24,8615.0,8848.0,9058.0,9268.0,9452.0,9453.0,9480.0,9591.0,10020.0,10049.0
Serang,232856.0,256660.0,269652.0,294829.0,309036.0,341074.0,362102.0,385864.0,425751.0,449291.0,64.61,65.12,65.6,65.93,66.38,66.7,66.82,67.75,68.39,69.03,10004.0,10317.0,10466.0,10693.0,10802.0,10665.0,10713.0,10916.0,11320.0,11767.0
Serdang Bedagai,301639.0,336478.0,350892.0,361623.0,382283.0,416991.0,448372.0,478072.0,503955.0,518209.0,68.01,68.77,69.16,69.69,70.21,70.24,70.56,71.21,71.75,72.47,10110.0,10246.0,10551.0,10737.0,11061.0,10950.0,11017.0,11499.0,11695.0,12015.0
Seruyan,357090.0,387592.0,415798.0,428539.0,454971.0,504264.0,529892.0,571049.0,608186.0,642281.0,64.77,65.4,66.14,67.04,67.57,67.58,67.67,68.24,68.68,69.05,8026.0,8331.0,8658.0,9110.0,9385.0,9370.0,9420.0,9821.0,10157.0,10474.0
Siak,363879.0,391039.0,414501.0,431814.0,443868.0,473128.0,489467.0,518768.0,558867.0,595659.0,72.17,72.7,73.18,73.73,74.07,73.68,73.98,74.5,74.98,75.45,11604.0,11826.0,11898.0,12119.0,12347.0,11799.0,11807.0,12230.0,12637.0,13080.0
Siau Tagulandang Biaro,245388.0,264632.0,276800.0,284021.0,302736.0,312581.0,327263.0,339250.0,370423.0,388056.0,65.0,65.66,66.03,66.75,67.48,67.64,68.05,68.94,69.57,70.31,7537.0,7742.0,7812.0,8097.0,8252.0,8080.0,8145.0,8401.0,8742.0,9062.0
Sidenreng Rappang,255135.0,271301.0,276558.0,299332.0,312800.0,349452.0,360591.0,383134.0,421321.0,458509.0,69.0,69.39,69.84,70.6,71.05,71.21,71.54,72.06,72.71,73.21,11004.0,11368.0,11523.0,11834.0,12039.0,12073.0,12201.0,12379.0,12739.0,13209.0
Sidoarjo,371947.0,394401.0,414479.0,437899.0,462738.0,486421.0,502524.0,523213.0,571696.0,597284.0,77.43,78.17,78.7,79.5,80.05,80.29,80.65,81.02,81.55,82.31,12879.0,13320.0,13710.0,14168.0,14609.0,14458.0,14578.0,14808.0,15311.0,15710.0
Sigi,251721.0,283227.0,299261.0,316949.0,344631.0,370788.0,382579.0,409679.0,445106.0,463011.0,65.35,65.95,66.72,67.66,68.16,68.12,68.49,69.05,69.93,70.51,7376.0,7714.0,8113.0,8236.0,8375.0,8126.0,8171.0,8498.0,8891.0,9254.0
Sijunjung,309209.0,344153.0,365074.0,379046.0,400861.0,433147.0,455346.0,484572.0,529460.0,565067.0,65.3,66.01,66.6,66.97,67.66,67.74,67.86,68.69,69.65,70.23,9796.0,9895.0,10093.0,10277.0,10395.0,10361.0,10389.0,10582.0,11018.0,11395.0
Sikka,247641.0,266257.0,288332.0,298357.0,301994.0,324775.0,354234.0,389455.0,428352.0,434074.0,61.81,62.42,63.08,63.89,64.75,65.11,65.41,66.06,66.89,67.41,7618.0,7740.0,7855.0,7958.0,8313.0,8081.0,8021.0,8362.0,8678.0,9019.0
Simalungun,283234.0,315947.0,331860.0,342477.0,359540.0,387549.0,416714.0,441744.0,467926.0,496959.0,71.24,71.48,71.83,72.49,72.98,73.25,73.4,73.77,74.29,74.97,10728.0,10855.0,11055.0,11311.0,11422.0,11308.0,11376.0,11524.0,11746.0,12119.0
Simeulue,311351.0,326563.0,350622.0,368068.0,404739.0,444754.0,458896.0,493303.0,538693.0,576505.0,63.16,63.82,64.41,64.74,65.7,66.03,66.41,67.27,68.06,69.01,6328.0,6542.0,6677.0,6824.0,7210.0,7085.0,7148.0,7371.0,7686.0,8106.0
Sinjai,231732.0,240245.0,250551.0,281301.0,294916.0,329819.0,352490.0,374226.0,397562.0,412441.0,64.48,65.36,65.8,66.24,67.05,67.6,67.75,68.33,68.92,69.52,8433.0,8706.0,8816.0,9098.0,9465.0,9439.0,9505.0,9726.0,10180.0,10665.0
Sintang,421877.0,446381.0,477604.0,551704.0,556885.0,573128.0,593844.0,620670.0,644010.0,670853.0,64.18,64.78,65.16,66.07,66.7,66.88,66.93,67.86,68.67,69.42,8224.0,8302.0,8343.0,8624.0,8823.0,8728.0,8708.0,8858.0,9128.0,9657.0
Situbondo,254656.0,270406.0,276924.0,294209.0,305280.0,322527.0,336040.0,356133.0,396587.0,413611.0,64.53,65.08,65.68,66.42,67.09,67.38,67.78,68.25,69.16,69.75,8677.0,9106.0,9178.0,9692.0,10097.0,9857.0,9996.0,10263.0,10702.0,11216.0
Sleman,318312.0,334406.0,351331.0,370127.0,382868.0,411610.0,422933.0,450763.0,491652.0,513926.0,81.2,82.15,82.85,83.42,83.85,83.84,84.0,84.31,84.77,85.61,14562.0,14921.0,15365.0,15844.0,16434.0,15926.0,16060.0,16438.0,16976.0,17586.0
Solok,339088.0,376748.0,400887.0,408570.0,415649.0,451906.0,461030.0,484358.0,532900.0,569605.0,67.12,67.67,67.86,68.6,69.08,69.08,69.24,70.02,70.63,71.02,9334.0,9664.0,9743.0,10035.0,10309.0,10171.0,10215.0,10539.0,10717.0,10988.0
Solok Selatan,292292.0,326733.0,347667.0,364498.0,387438.0,419442.0,438187.0,470090.0,516004.0,551340.0,67.09,67.47,67.81,68.45,68.94,69.04,69.23,69.71,70.58,71.5,9653.0,9802.0,9891.0,10199.0,10505.0,10325.0,10367.0,10560.0,10884.0,11240.0
Soppeng,213164.0,220192.0,225936.0,253457.0,297546.0,315455.0,341484.0,365650.0,398802.0,411958.0,65.33,65.95,66.67,67.6,68.26,68.67,68.99,69.7,70.58,71.39,8835.0,8965.0,9035.0,9291.0,9444.0,9483.0,9558.0,9756.0,10098.0,10547.0
Sorong,290375.0,316088.0,329106.0,339187.0,357900.0,379951.0,388166.0,466380.0,559363.0,631729.0,61.86,62.42,63.42,64.32,65.29,65.74,65.77,66.69,67.49,68.29,6457.0,6563.0,6975.0,7240.0,7507.0,7495.0,7350.0,7607.0,7984.0,8283.0
Sorong Selatan,263877.0,286318.0,297684.0,306803.0,323369.0,347898.0,358864.0,422694.0,506944.0,579310.0,58.6,59.2,60.19,61.01,61.93,62.42,62.46,63.08,63.94,64.5,5550.0,5644.0,5904.0,6062.0,6252.0,6286.0,6188.0,6342.0,6727.0,6928.0
Sragen,263199.0,283649.0,292544.0,312106.0,335334.0,348890.0,363349.0,389265.0,426482.0,453663.0,71.1,71.43,72.4,72.96,73.43,73.95,74.08,74.65,75.1,75.53,11434.0,11688.0,12041.0,12391.0,12720.0,12589.0,12679.0,13052.0,13439.0,13890.0
Subang,295174.0,303583.0,316317.0,331557.0,339607.0,351885.0,360691.0,372308.0,404320.0,434161.0,66.52,67.14,67.73,68.31,68.69,68.95,69.13,69.87,70.7,71.36,9831.0,10012.0,10206.0,10715.0,11012.0,10790.0,10854.0,11294.0,11537.0,11894.0
Sukabumi,260068.0,270055.0,284603.0,302213.0,309676.0,328284.0,342094.0,357636.0,392705.0,416751.0,64.44,65.13,65.49,66.05,66.87,66.88,67.07,67.64,68.49,68.97,7849.0,8077.0,8263.0,8618.0,8973.0,8823.0,8850.0,9210.0,9482.0,9815.0
Sukamara,384739.0,418026.0,427101.0,442086.0,469353.0,522601.0,568578.0,619116.0,648534.0,676781.0,65.8,66.4,66.98,67.52,67.95,68.03,68.27,68.94,69.44,69.85,7709.0,7792.0,8177.0,8482.0,8738.0,8674.0,8773.0,9225.0,9494.0,9809.0
Sukoharjo,303030.0,327217.0,337037.0,345363.0,377319.0,393776.0,410273.0,434318.0,476675.0,501693.0,74.53,75.06,75.56,76.07,76.84,76.98,77.13,77.94,78.65,79.3,10416.0,10452.0,10765.0,11100.0,11557.0,11325.0,11428.0,11841.0,12319.0,12758.0
Sumba Barat,274779.0,290944.0,315066.0,326334.0,331713.0,358252.0,364361.0,395592.0,422382.0,441428.0,61.36,61.85,62.3,62.91,63.56,63.53,63.83,64.43,65.22,66.06,6776.0,6914.0,6997.0,7275.0,7586.0,7321.0,7307.0,7627.0,7993.0,8243.0
Sumba Barat Daya,287622.0,313705.0,338742.0,350906.0,355252.0,383674.0,390217.0,432375.0,475879.0,494229.0,60.53,61.31,61.46,61.89,62.6,62.28,62.29,63.15,63.74,64.27,5933.0,6079.0,6134.0,6298.0,6594.0,6372.0,6355.0,6779.0,7080.0,7358.0
Sumba Tengah,233078.0,250589.0,271365.0,280425.0,285048.0,307853.0,311199.0,341513.0,362089.0,381760.0,57.91,58.52,59.39,60.07,61.01,61.53,61.8,62.71,63.48,64.31,5821.0,5907.0,5946.0,6093.0,6198.0,6108.0,6061.0,6288.0,6484.0,6743.0
Sumba Timur,274969.0,295684.0,320199.0,331295.0,343589.0,370487.0,375859.0,414832.0,443502.0,460384.0,62.54,63.22,64.19,64.65,65.34,65.52,65.74,66.17,67.05,67.68,8883.0,9004.0,9093.0,9351.0,9640.0,9406.0,9354.0,9641.0,10008.0,10280.0
