kabupaten_kota,ipm,garis_kemiskinan,pengeluaran_perkapita,tahun
Kepulauan Mentawai,58.27,263793.0,5771.0,2016
Pesisir Selatan,68.39,366228.0,8605.0,2016
Solok,67.67,376748.0,9664.0,2016
Sijunjung,66.01,344153.0,9895.0,2016
Tanah Datar,70.11,346267.0,10296.0,2016
Padang Pariaman,68.44,374636.0,10455.0,2016
Agam,70.36,315804.0,9111.0,2016
Lima Puluh Kota,68.37,357824.0,8936.0,2016
Pasaman,64.57,307552.0,7678.0,2016
Solok Selatan,67.47,326733.0,9802.0,2016
Dharmasraya,70.25,374642.0,10781.0,2016
Pasaman Barat,66.03,367159.0,8393.0,2016
Kota Padang,81.06,449658.0,13721.0,2016
Kota Solok,77.07,385781.0,11519.0,2016
Kota Sawah Lunto,70.67,318721.0,9051.0,2016
Kota Padang Panjang,76.5,420981.0,9804.0,2016
Kota Bukittinggi,79.11,420478.0,12475.0,2016
Kota Payakumbuh,77.56,424233.0,12705.0,2016
Kota Pariaman,75.44,392970.0,12141.0,2016
Kuantan Singingi,68.66,468199.0,9892.0,2016
Indragiri Hulu,68.67,419737.0,10068.0,2016
Indragiri Hilir,65.35,315988.0,9911.0,2016
Pelalawan,70.21,473240.0,11641.0,2016
Siak,72.7,391039.0,11826.0,2016
Kampar,71.39,375716.0,10765.0,2016
Rokan Hulu,67.86,420884.0,9065.0,2016
Bengkalis,71.98,455021.0,11325.0,2016
Rokan Hilir,67.52,345953.0,9181.0,2016
Kepulauan Meranti,63.9,427938.0,7194.0,2016
Kota Pekanbaru,79.69,435082.0,14225.0,2016
Kota Dumai,72.96,369624.0,11531.0,2016
Kerinci,69.68,285406.0,9374.0,2016
Merangin,67.86,325181.0,9644.0,2016
Sarolangun,68.73,386460.0,11349.0,2016
Batang Hari,68.7,341320.0,9512.0,2016
Muaro Jambi,67.55,255918.0,7990.0,2016
Tanjung Jabung Timur,61.88,322389.0,8136.0,2016
Tanjung Jabung Barat,65.91,303479.0,8872.0,2016
Tebo,68.05,338160.0,9745.0,2016
Bungo,68.77,292573.0,10937.0,2016
Kota Jambi,76.14,397088.0,11436.0,2016
Kota Sungai Penuh,73.35,317556.0,9604.0,2016
Ogan Komering Ulu,67.47,365341.0,8993.0,2016
Ogan Komering Ilir,65.44,295852.0,10039.0,2016
Muara Enim,66.71,316729.0,9766.0,2016
Lahat,65.75,369359.0,9037.0,2016
Musi Rawas,64.75,377135.0,9140.0,2016
Musi Banyuasin,66.45,412591.0,9452.0,2016
Banyu Asin,65.01,337391.0,8899.0,2016
Ogan Komering Ulu Selatan,63.42,273594.0,7902.0,2016
Ogan Komering Ulu Timur,67.38,274608.0,11024.0,2016
Ogan Ilir,65.45,367067.0,9846.0,2016
Empat Lawang,64.0,269211.0,8944.0,2016
Penukal Abab Lematang Ilir,61.66,330907.0,7491.0,2016
Musi Rawas Utara,63.05,401205.0,9272.0,2016
Kota Palembang,76.59,456225.0,13981.0,2016
Kota Prabumulih,73.38,466459.0,12162.0,2016
Kota Pagar Alam,65.96,289493.0,7989.0,2016
Kota Lubuklinggau,73.57,417192.0,12798.0,2016
Bengkulu Selatan,68.71,323991.0,9044.0,2016
Rejang Lebong,68.34,382027.0,9520.0,2016
Bengkulu Utara,67.63,333311.0,9566.0,2016
Kaur,64.95,289374.0,7842.0,2016
Seluma,64.04,332483.0,7335.0,2016
Mukomuko,66.52,365084.0,9482.0,2016
Lebong,65.58,339045.0,10682.0,2016
Kepahiang,66.35,323333.0,8701.0,2016
Bengkulu Tengah,65.44,342162.0,8425.0,2016
Kota Bengkulu,77.94,535893.0,12698.0,2016
Lampung Barat,65.45,371926.0,9106.0,2016
Tanggamus,64.41,332302.0,8483.0,2016
Lampung Selatan,66.19,346457.0,9189.0,2016
Lampung Timur,67.88,331765.0,9416.0,2016
Lampung Tengah,68.33,362475.0,10674.0,2016
Lampung Utara,65.95,369628.0,8212.0,2016
Way Kanan,65.74,313733.0,8411.0,2016
Tulangbawang,66.74,362185.0,10034.0,2016
Pesawaran,63.47,330874.0,7055.0,2016
Pringsewu,68.26,379279.0,9533.0,2016
Mesuji,60.72,353477.0,7099.0,2016
Tulang Bawang Barat,63.77,358939.0,7450.0,2016
Pesisir Barat,61.5,371724.0,7616.0,2016
Kota Bandar Lampung,75.34,502968.0,11266.0,2016
Kota Metro,75.45,331201.0,11007.0,2016
Bangka,70.43,427684.0,11279.0,2016
Belitung,70.81,610072.0,12865.0,2016
Bangka Barat,67.6,440850.0,11303.0,2016
Bangka Tengah,68.76,586445.0,12248.0,2016
Bangka Selatan,64.57,415359.0,10932.0,2016
Belitung Timur,69.3,528572.0,10729.0,2016
Kota Pangkal Pinang,76.73,604011.0,14807.0,2016
Karimun,69.84,338341.0,11468.0,2016
Bintan,72.38,341812.0,13667.0,2016
Natuna,71.23,302043.0,13834.0,2016
Lingga,62.44,387244.0,11280.0,2016
Kepulauan Anambas,66.3,341556.0,11320.0,2016
Kota Batam,79.79,565380.0,16889.0,2016
Kota Tanjung Pinang,77.77,582414.0,14645.0,2016
Kota Jakarta Selatan,83.94,594380.0,22932.0,2016
Kota Jakarta Timur,81.28,433405.0,16733.0,2016
Kota Jakarta Pusat,80.22,503304.0,16493.0,2016
Kota Jakarta Barat,80.34,421968.0,19501.0,2016
Kota Jakarta Utara,78.78,441617.0,17418.0,2016
Bogor,68.32,317430.0,9537.0,2016
Sukabumi,65.13,270055.0,8077.0,2016
Cianjur,62.92,304255.0,7074.0,2016
Bandung,70.69,297483.0,9580.0,2016
Garut,63.64,256770.0,7079.0,2016
Tasikmalaya,63.57,274470.0,7081.0,2016
Ciamis,68.45,319150.0,8432.0,2016
Kuningan,67.51,289901.0,8580.0,2016
Cirebon,66.7,333758.0,9463.0,2016
Majalengka,65.25,393071.0,8594.0,2016
Sumedang,69.45,295009.0,9339.0,2016
Indramayu,64.78,397196.0,8866.0,2016
Subang,67.14,303583.0,10012.0,2016
Purwakarta,68.56,312499.0,10732.0,2016
Karawang,68.19,386282.0,10379.0,2016
Bekasi,71.83,416058.0,10435.0,2016
Bandung Barat,65.81,294823.0,7698.0,2016
Pangandaran,65.79,327399.0,8312.0,2016
Kota Bogor,74.5,416779.0,10662.0,2016
Kota Sukabumi,72.33,441948.0,9819.0,2016
Kota Bandung,80.13,400541.0,15805.0,2016
Kota Cirebon,73.7,373866.0,10824.0,2016
Kota Bekasi,79.95,521813.0,15236.0,2016
Kota Depok,79.6,522934.0,14560.0,2016
Kota Cimahi,76.69,411665.0,11141.0,2016
Kota Tasikmalaya,70.58,397215.0,9145.0,2016
Kota Banjar,70.09,289369.0,9815.0,2016
Cilacap,68.6,292525.0,9677.0,2016
Banyumas,70.49,344514.0,10554.0,2016
Purbalingga,67.48,301862.0,9159.0,2016
Banjarnegara,65.52,252328.0,8400.0,2016
Kebumen,67.41,313881.0,8276.0,2016
Purworejo,70.66,313931.0,9497.0,2016
Wonosobo,66.19,297422.0,9877.0,2016
Magelang,67.85,271800.0,8501.0,2016
Boyolali,72.18,283921.0,12192.0,2016
Klaten,73.97,364240.0,11227.0,2016
Sukoharjo,75.06,327217.0,10452.0,2016
Wonogiri,68.23,275507.0,8589.0,2016
Karanganyar,74.9,329531.0,10722.0,2016
Sragen,71.43,283649.0,11688.0,2016
Grobogan,68.52,333009.0,9487.0,2016
Blora,66.61,279972.0,8846.0,2016
Rembang,68.6,338986.0,9453.0,2016
Pati,69.03,377442.0,9548.0,2016
Kudus,72.94,356951.0,10348.0,2016
Jepara,70.25,341754.0,9695.0,2016
Demak,70.1,356919.0,9377.0,2016
Semarang,72.4,307505.0,11102.0,2016
Temanggung,67.6,268730.0,8593.0,2016
Kendal,70.11,323078.0,10631.0,2016
Batang,66.38,240541.0,8568.0,2016
Pekalongan,67.71,341648.0,9300.0,2016
Pemalang,64.17,319434.0,7447.0,2016
Tegal,65.84,308270.0,8709.0,2016
Brebes,63.98,364059.0,9148.0,2016
Kota Magelang,77.16,425191.0,11090.0,2016
Kota Surakarta,80.76,430293.0,13900.0,2016
Kota Salatiga,81.14,345146.0,14811.0,2016
Kota Semarang,81.19,382160.0,13909.0,2016
Kota Pekalongan,73.32,375600.0,11721.0,2016
Kota Tegal,73.55,395631.0,11849.0,2016
Kulon Progo,72.38,297353.0,8938.0,2016
Bantul,78.42,332057.0,14880.0,2016
Gunung Kidul,67.82,264637.0,8467.0,2016
Sleman,82.15,334406.0,14921.0,2016
Kota Yogyakarta,85.32,401193.0,17770.0,2016
Pacitan,65.74,239339.0,8048.0,2016
Ponorogo,68.93,266312.0,8908.0,2016
Trenggalek,67.78,275426.0,8829.0,2016
Tulungagung,70.82,304518.0,9881.0,2016
Blitar,68.88,272358.0,9467.0,2016
Kediri,69.87,272374.0,10140.0,2016
Malang,67.51,282933.0,9018.0,2016
Lumajang,63.74,258840.0,8311.0,2016
Jember,64.01,299823.0,8409.0,2016
Banyuwangi,69.0,311722.0,11171.0,2016
Bondowoso,64.52,331975.0,10007.0,2016
Situbondo,65.08,270406.0,9106.0,2016
Probolinggo,64.12,373569.0,10170.0,2016
Pasuruan,65.71,306311.0,9198.0,2016
Sidoarjo,78.17,394401.0,13320.0,2016
Mojokerto,71.38,330940.0,11798.0,2016
Jombang,70.03,337217.0,10237.0,2016
Nganjuk,70.5,341653.0,11451.0,2016
Madiun,69.67,294451.0,10904.0,2016
Magetan,71.94,288246.0,10988.0,2016
Ngawi,68.96,264706.0,10810.0,2016
Bojonegoro,66.73,295250.0,9420.0,2016
Tuban,66.19,294543.0,9353.0,2016
Lamongan,70.34,321002.0,10252.0,2016
Gresik,74.46,393447.0,11961.0,2016
Bangkalan,62.06,334338.0,8030.0,2016
Sampang,59.09,296268.0,8096.0,2016
Pamekasan,63.98,292631.0,7975.0,2016
Sumenep,63.42,301781.0,7846.0,2016
Kota Kediri,76.33,400096.0,11070.0,2016
Kota Blitar,76.71,356147.0,12499.0,2016
Kota Malang,80.46,426527.0,15732.0,2016
Kota Probolinggo,71.5,418480.0,10792.0,2016
Kota Pasuruan,74.11,362224.0,12295.0,2016
Kota Mojokerto,76.38,364021.0,12449.0,2016
Kota Madiun,80.01,376956.0,15300.0,2016
Kota Surabaya,80.38,438283.0,16295.0,2016
Kota Batu,73.57,398401.0,11772.0,2016
Pandeglang,63.4,267752.0,8138.0,2016
Lebak,62.78,246389.0,8308.0,2016
Tangerang,70.44,405902.0,11863.0,2016
Serang,65.12,256660.0,10317.0,2016
Kota Tangerang,76.81,496349.0,13911.0,2016
Kota Cilegon,72.04,347949.0,12326.0,2016
Kota Serang,71.09,281926.0,12660.0,2016
Kota Tangerang Selatan,80.11,472968.0,14972.0,2016
Jembrana,70.38,354901.0,11343.0,2016
Tabanan,74.19,392479.0,13800.0,2016
Badung,79.8,470732.0,16567.0,2016
Gianyar,75.7,339414.0,13766.0,2016
Klungkung,69.31,284789.0,10852.0,2016
Bangli,67.03,305200.0,10819.0,2016
Buleleng,70.65,350902.0,12814.0,2016
Kota Denpasar,82.58,483821.0,19084.0,2016
Lombok Barat,65.55,375684.0,10924.0,2016
Lombok Tengah,63.22,357337.0,9079.0,2016
Lombok Timur,63.7,382861.0,8449.0,2016
Sumbawa,64.89,296914.0,8070.0,2016
Dompu,65.48,263458.0,7819.0,2016
Bima,64.15,282854.0,7585.0,2016
Sumbawa Barat,69.26,435890.0,10528.0,2016
Lombok Utara,62.24,387265.0,8155.0,2016
Kota Mataram,77.2,414115.0,13733.0,2016
Kota Bima,73.67,293048.0,9930.0,2016
Sumba Barat,61.85,290944.0,6914.0,2016
Sumba Timur,63.22,295684.0,9004.0,2016
Kupang,62.39,309208.0,7217.0,2016
Timor Tengah Selatan,60.37,276727.0,6360.0,2016
Timor Tengah Utara,61.54,316487.0,5930.0,2016
Belu,61.04,300914.0,7199.0,2016
Alor,58.99,268450.0,6468.0,2016
Lembata,62.81,309992.0,7010.0,2016
Flores Timur,61.9,246851.0,7237.0,2016
Sikka,62.42,266257.0,7740.0,2016
Ende,65.74,315095.0,8801.0,2016
Ngada,65.61,291602.0,8195.0,2016
Manggarai,61.67,283439.0,7008.0,2016
Rote Ndao,59.28,279079.0,6110.0,2016
Manggarai Barat,60.63,282412.0,7149.0,2016
Sumba Tengah,58.52,250589.0,5907.0,2016
Sumba Barat Daya,61.31,313705.0,6079.0,2016
Nagekeo,63.93,292032.0,8054.0,2016
Manggarai Timur,57.5,276703.0,5396.0,2016
Sabu Raijua,54.16,332332.0,4923.0,2016
Malaka,58.29,302584.0,5658.0,2016
Kota Kupang,78.14,482857.0,12986.0,2016
Sambas,64.94,345066.0,9311.0,2016
Bengkayang,65.45,291430.0,8588.0,2016
Landak,64.58,300123.0,6737.0,2016
Sanggau,63.9,265067.0,7729.0,2016
Ketapang,64.74,366250.0,8430.0,2016
Sintang,64.78,446381.0,8302.0,2016
Kapuas Hulu,63.83,369981.0,6691.0,2016
Sekadau,62.52,269324.0,6820.0,2016
Melawi,64.25,431660.0,7858.0,2016
Kayong Utara,60.87,244046.0,7030.0,2016
Kubu Raya,65.54,329511.0,8145.0,2016
Kota Pontianak,77.63,427783.0,13838.0,2016
Kota Singkawang,70.1,387801.0,11006.0,2016
Kotawaringin Barat,71.13,319064.0,12101.0,2016
Kotawaringin Timur,69.42,353640.0,10922.0,2016
Kapuas,66.98,266943.0,10287.0,2016
Barito Selatan,69.0,355341.0,10938.0,2016
Barito Utara,68.28,420100.0,8774.0,2016
Sukamara,66.4,418026.0,7792.0,2016
Lamandau,68.54,380888.0,10049.0,2016
Seruyan,65.4,387592.0,8331.0,2016
Katingan,67.41,387848.0,9969.0,2016
Pulang Pisau,66.49,335165.0,9017.0,2016
Gunung Mas,69.73,365198.0,10155.0,2016
Barito Timur,70.33,442068.0,10631.0,2016
Murung Raya,66.96,402682.0,9742.0,2016
Kota Palangka Raya,79.21,324082.0,12899.0,2016
Tanah Laut,67.44,400757.0,10862.0,2016
Banjar,66.87,360494.0,12311.0,2016
Barito Kuala,64.33,274571.0,9226.0,2016
Tapin,68.05,369153.0,11237.0,2016
Hulu Sungai Selatan,67.52,409235.0,11623.0,2016
Hulu Sungai Tengah,67.07,322392.0,11527.0,2016
Hulu Sungai Utara,63.38,385338.0,8668.0,2016
Tabalong,70.07,406669.0,10620.0,2016
Tanah Bumbu,68.28,408481.0,11006.0,2016
Balangan,66.25,348442.0,10953.0,2016
Kota Banjarmasin,75.94,417174.0,13417.0,2016
Kota Banjar Baru,77.96,505380.0,12879.0,2016
Paser,71.0,395803.0,10171.0,2016
Kutai Barat,69.99,447311.0,9492.0,2016
Kutai Kartanegara,72.19,424717.0,10593.0,2016
Kutai Timur,71.1,470228.0,9960.0,2016
Berau,73.05,465161.0,11675.0,2016
Penajam Paser Utara,69.96,391083.0,11019.0,2016
Kota Balikpapan,78.57,498721.0,13883.0,2016
Kota Samarinda,78.91,566392.0,14010.0,2016
Kota Bontang,78.92,513205.0,16157.0,2016
Malinau,70.71,516247.0,9529.0,2016
Bulungan,69.88,383642.0,8933.0,2016
Tana Tidung,65.64,354012.0,6919.0,2016
Nunukan,64.35,351479.0,6333.0,2016
Kota Tarakan,74.88,519774.0,10715.0,2016
Bolaang Mongondow,65.73,277338.0,9657.0,2016
Minahasa,74.37,249736.0,11827.0,2016
Kepulauan Sangihe,68.52,232736.0,10959.0,2016
Kepulauan Talaud,67.58,246757.0,8184.0,2016
Minahasa Selatan,69.97,283561.0,11133.0,2016
Minahasa Utara,71.49,282494.0,10789.0,2016
Bolaang Mongondow Utara,65.16,223588.0,8593.0,2016
Siau Tagulandang Biaro,65.66,264632.0,7742.0,2016
Minahasa Tenggara,68.42,285791.0,10002.0,2016
Bolaang Mongondow Selatan,63.92,276229.0,8371.0,2016
Bolaang Mongondow Timur,64.44,282240.0,8361.0,2016
Kota Manado,77.59,334732.0,13253.0,2016
Kota Bitung,72.43,337674.0,11718.0,2016
Kota Tomohon,74.91,336266.0,10936.0,2016
Kota Kotamobagu,71.68,274103.0,10084.0,2016
Banggai Kepulauan,63.45,290742.0,7286.0,2016
Banggai,68.17,344795.0,9144.0,2016
Morowali,69.69,379001.0,10575.0,2016
Poso,68.83,416003.0,8345.0,2016
Donggala,64.42,281374.0,7802.0,2016
Toli-Toli,63.27,272499.0,7493.0,2016
Buol,66.37,304085.0,7740.0,2016
Parigi Moutong,63.6,354554.0,9351.0,2016
Tojo Una-Una,62.27,404437.0,7361.0,2016
Sigi,65.95,283227.0,7714.0,2016
Banggai Laut,63.49,296716.0,7529.0,2016
Morowali Utara,66.57,379736.0,8594.0,2016
Kota Palu,79.73,451437.0,14663.0,2016
Kepulauan Selayar,64.95,296540.0,8123.0,2016
Bulukumba,66.46,274318.0,10040.0,2016
Bantaeng,66.59,223408.0,10596.0,2016
Jeneponto,61.81,302113.0,8559.0,2016
Takalar,64.96,286537.0,9759.0,2016
Gowa,67.7,316428.0,8717.0,2016
Sinjai,65.36,240245.0,8706.0,2016
Maros,67.76,336579.0,9758.0,2016
Barru,69.07,280316.0,10155.0,2016
Bone,63.86,260552.0,8275.0,2016
Soppeng,65.95,220192.0,8965.0,2016
Wajo,67.52,258821.0,11681.0,2016
Sidenreng Rappang,69.39,271301.0,11368.0,2016
Pinrang,69.42,250163.0,10899.0,2016
Enrekang,70.79,275971.0,10188.0,2016
Luwu,68.71,271804.0,9301.0,2016
Tana Toraja,66.25,251452.0,6509.0,2016
Luwu Utara,67.81,288081.0,10786.0,2016
Luwu Timur,70.95,277520.0,11960.0,2016
Toraja Utara,67.49,393478.0,7228.0,2016
Kota Parepare,76.48,281951.0,12966.0,2016
Kota Palopo,76.45,261056.0,12156.0,2016
Buton,63.69,209245.0,6950.0,2016
Muna,66.96,289049.0,7928.0,2016
Konawe,69.84,260264.0,9696.0,2016
Kolaka,71.12,320897.0,12072.0,2016
Konawe Selatan,66.97,195175.0,8660.0,2016
Bombana,64.02,266717.0,7607.0,2016
Wakatobi,67.5,234351.0,8651.0,2016
Kolaka Utara,67.6,388041.0,9846.0,2016
Buton Utara,65.95,275544.0,7168.0,2016
Konawe Utara,67.2,232307.0,8822.0,2016
Kolaka Timur,63.6,314387.0,7283.0,2016
Konawe Kepulauan,62.56,263229.0,6227.0,2016
Muna Barat,62.57,287403.0,7221.0,2016
Buton Tengah,62.56,215822.0,6860.0,2016
Buton Selatan,62.55,205287.0,6859.0,2016
Kota Kendari,81.66,291069.0,13828.0,2016
Kota Baubau,73.99,291873.0,10110.0,2016
Boalemo,63.42,332297.0,7895.0,2016
Gorontalo,64.22,368863.0,8589.0,2016
Pohuwato,63.17,238364.0,9381.0,2016
Bone Bolango,67.48,327354.0,9115.0,2016
Gorontalo Utara,63.02,238621.0,8270.0,2016
Kota Gorontalo,75.75,437129.0,11360.0,2016
Majene,64.8,320726.0,9441.0,2016
Polewali Mandar,61.51,337138.0,7559.0,2016
Mamasa,63.51,226202.0,7231.0,2016
Mamuju,65.65,223150.0,8689.0,2016
Mamuju Tengah,62.89,215769.0,7521.0,2016
Maluku Tenggara,64.2,350661.0,7063.0,2016
Maluku Tengah,69.54,405118.0,9672.0,2016
Buru,66.63,396313.0,9806.0,2016
Kepulauan Aru,61.32,337180.0,7080.0,2016
Seram Bagian Barat,63.76,334729.0,8121.0,2016
Seram Bagian Timur,61.15,319266.0,8848.0,2016
Maluku Barat Daya,59.43,352004.0,6298.0,2016
Buru Selatan,62.19,514124.0,7175.0,2016
Kota Ambon,79.55,486931.0,13497.0,2016
Kota Tual,65.64,345670.0,6803.0,2016
Halmahera Barat,63.83,293118.0,7076.0,2016
Halmahera Tengah,63.05,397379.0,7481.0,2016
Kepulauan Sula,61.25,315133.0,6741.0,2016
Halmahera Selatan,62.17,266155.0,6894.0,2016
Halmahera Utara,66.02,208832.0,7110.0,2016
Halmahera Timur,64.92,494245.0,7560.0,2016
Pulau Morotai,59.87,229343.0,5888.0,2016
Pulau Taliabu,58.66,331968.0,6208.0,2016
Kota Ternate,77.8,489810.0,12643.0,2016
Kota Tidore Kepulauan,68.37,368796.0,7772.0,2016
Fakfak,65.55,446531.0,6935.0,2016
Kaimana,62.15,342293.0,7538.0,2016
Teluk Wondama,57.16,456709.0,7434.0,2016
Teluk Bintuni,61.81,549169.0,9208.0,2016
Manokwari,70.34,517296.0,11440.0,2016
Sorong Selatan,59.2,286318.0,5644.0,2016
Sorong,62.42,316088.0,6563.0,2016
Raja Ampat,61.95,305019.0,7393.0,2016
Tambrauw,50.35,291576.0,4561.0,2016
Maybrat,56.35,300860.0,4692.0,2016
Manokwari Selatan,57.12,525241.0,4702.0,2016
Pegunungan Arfak,53.89,552153.0,4594.0,2016
Kota Sorong,76.33,625071.0,12858.0,2016
Merauke,68.09,310420.0,10016.0,2016
Jayawijaya,54.96,367804.0,7282.0,2016
Jayapura,70.5,464519.0,9653.0,2016
Nabire,66.64,520951.0,8779.0,2016
Kepulauan Yapen,65.55,536501.0,7414.0,2016
Biak Numfor,71.13,491278.0,9647.0,2016
Paniai,54.34,418520.0,6191.0,2016
Puncak Jaya,45.49,526756.0,5089.0,2016
Mimika,71.64,634370.0,11169.0,2016
Boven Digoel,59.35,406678.0,7770.0,2016
Mappi,56.54,273699.0,5951.0,2016
Asmat,47.31,316437.0,5601.0,2016
Yahukimo,47.13,320783.0,4248.0,2016
Pegunungan Bintang,41.9,431818.0,5289.0,2016
Tolikara,47.11,228288.0,4711.0,2016
Sarmi,61.27,399291.0,6417.0,2016
Keerom,64.1,504460.0,8671.0,2016
Waropen,63.1,567808.0,6270.0,2016
Supiori,60.59,388523.0,5379.0,2016
Mamberamo Raya,49.0,591595.0,4387.0,2016
Nduga,26.56,296287.0,3725.0,2016
Lanny Jaya,45.16,405347.0,4106.0,2016
Mamberamo Tengah,44.15,336736.0,4219.0,2016
Yalimo,44.95,286170.0,4435.0,2016
Puncak,39.96,545506.0,5181.0,2016
Dogiyai,53.32,427149.0,5190.0,2016
Intan Jaya,44.82,542007.0,5038.0,2016
Deiyai,48.5,503898.0,4383.0,2016
Kota Jayapura,78.56,805746.0,14319.0,2016
Simeulue,64.41,350622.0,6677.0,2017
Aceh Singkil,67.37,406015.0,8230.0,2017
Aceh Selatan,65.03,332177.0,7567.0,2017
Aceh Tenggara,68.09,250854.0,7359.0,2017
Aceh Timur,66.32,369911.0,7961.0,2017
Aceh Tengah,72.19,427170.0,10021.0,2017
Aceh Barat,70.2,446614.0,8989.0,2017
Aceh Besar,72.0,398752.0,8965.0,2017
Pidie,69.52,408150.0,9377.0,2017
Bireuen,71.11,335314.0,8237.0,2017
Aceh Utara,67.67,318729.0,7632.0,2017
Aceh Barat Daya,65.09,329543.0,7723.0,2017
Gayo Lues,65.01,323482.0,8322.0,2017
Aceh Tamiang,67.99,389459.0,7931.0,2017
Nagan Raya,67.78,400811.0,7732.0,2017
Aceh Jaya,68.07,356060.0,8898.0,2017
Bener Meriah,71.89,383289.0,10428.0,2017
Pidie Jaya,71.73,429966.0,9691.0,2017
Kota Banda Aceh,83.95,572295.0,15917.0,2017
Kota Sabang,74.1,523705.0,10610.0,2017
Kota Langsa,75.89,347056.0,11261.0,2017
Kota Lhokseumawe,76.34,343558.0,10673.0,2017
Kota Subulussalam,62.88,273370.0,6887.0,2017
Nias,60.21,346374.0,6629.0,2017
Mandailing Natal,65.13,319777.0,9385.0,2017
Tapanuli Selatan,68.69,340065.0,10955.0,2017
Tapanuli Tengah,67.96,367687.0,9852.0,2017
Tapanuli Utara,72.38,344644.0,11407.0,2017
Labuhan Batu,71.0,352622.0,10760.0,2017
Asahan,69.1,305868.0,10477.0,2017
Simalungun,71.83,331860.0,11055.0,2017
Dairi,70.36,310836.0,10395.0,2017
Karo,73.53,423663.0,12059.0,2017
Deli Serdang,73.94,363371.0,11891.0,2017
Langkat,69.82,364517.0,10784.0,2017
Nias Selatan,59.85,249225.0,6792.0,2017
Humbang Hasundutan,67.3,313545.0,7412.0,2017
Pakpak Bharat,66.25,256781.0,7913.0,2017
Samosir,69.43,287857.0,8163.0,2017
Serdang Bedagai,69.16,350892.0,10551.0,2017
Batu Bara,67.2,363741.0,10084.0,2017
Padang Lawas Utara,68.34,291036.0,9737.0,2017
Padang Lawas,66.82,281464.0,8445.0,2017
Labuhan Batu Selatan,70.48,346305.0,10892.0,2017
Labuhan Batu Utara,70.79,378024.0,11510.0,2017
Nias Utara,60.57,381696.0,5835.0,2017
Nias Barat,59.56,361397.0,5594.0,2017
Kota Sibolga,72.28,413454.0,11221.0,2017
Kota Tanjung Balai,67.41,374442.0,10778.0,2017
Kota Pematang Siantar,77.54,464794.0,12106.0,2017
Kota Tebing Tinggi,73.9,415307.0,12055.0,2017
Kota Medan,79.98,491496.0,14613.0,2017
Kota Binjai,74.65,371387.0,10487.0,2017
Kota Padangsidimpuan,73.81,348074.0,10464.0,2017
Kota Gunungsitoli,67.68,318585.0,7300.0,2017
Kepulauan Mentawai,59.25,280695.0,6010.0,2017
Pesisir Selatan,68.74,390955.0,8819.0,2017
Solok,67.86,400887.0,9743.0,2017
Sijunjung,66.6,365074.0,10093.0,2017
Tanah Datar,70.37,361037.0,10311.0,2017
Padang Pariaman,68.9,385736.0,10579.0,2017
Agam,71.1,327004.0,9388.0,2017
Lima Puluh Kota,68.69,370506.0,9151.0,2017
Pasaman,64.94,320478.0,7882.0,2017
Solok Selatan,67.81,347667.0,9891.0,2017
Dharmasraya,70.4,398408.0,10851.0,2017
Pasaman Barat,66.83,382820.0,8704.0,2017
Kota Padang,81.58,482763.0,13957.0,2017
Kota Solok,77.44,413297.0,11673.0,2017
Kota Sawah Lunto,71.13,337682.0,9343.0,2017
Kota Padang Panjang,77.01,424298.0,10240.0,2017
Kota Bukittinggi,79.8,441087.0,12816.0,2017
Kota Payakumbuh,77.91,441736.0,12858.0,2017
Kota Pariaman,75.71,412231.0,12425.0,2017
Kuantan Singingi,69.53,497747.0,10274.0,2017
Indragiri Hulu,68.97,432589.0,10223.0,2017
Indragiri Hilir,66.17,368134.0,10041.0,2017
Pelalawan,70.59,487648.0,11725.0,2017
Siak,73.18,414501.0,11898.0,2017
Kampar,72.19,398138.0,10912.0,2017
Rokan Hulu,68.67,446901.0,9303.0,2017
Bengkalis,72.27,496657.0,11530.0,2017
Rokan Hilir,67.84,367338.0,9250.0,2017
Kepulauan Meranti,64.7,445025.0,7673.0,2017
Kota Pekanbaru,79.97,473788.0,14497.0,2017
Kota Dumai,73.46,403244.0,11699.0,2017
Kerinci,70.03,309941.0,9501.0,2017
Merangin,68.3,347523.0,9753.0,2017
Sarolangun,69.03,393344.0,11478.0,2017
Batang Hari,68.92,365365.0,9573.0,2017
Muaro Jambi,67.86,295983.0,8145.0,2017
Tanjung Jabung Timur,62.61,338963.0,8403.0,2017
Tanjung Jabung Barat,66.15,314436.0,9004.0,2017
Tebo,68.16,363698.0,9832.0,2017
Bungo,69.04,310428.0,11016.0,2017
Kota Jambi,76.74,413722.0,11648.0,2017
Kota Sungai Penuh,73.75,334856.0,9707.0,2017
Ogan Komering Ulu,68.28,380254.0,9340.0,2017
Ogan Komering Ilir,66.11,310341.0,10306.0,2017
Muara Enim,67.63,331554.0,10575.0,2017
Lahat,66.38,385525.0,9157.0,2017
Musi Rawas,65.31,392740.0,9218.0,2017
Musi Banyuasin,66.96,430771.0,9705.0,2017
Banyu Asin,65.85,353914.0,9328.0,2017
Ogan Komering Ulu Selatan,63.96,286157.0,7997.0,2017
Ogan Komering Ulu Timur,67.84,285970.0,11169.0,2017
Ogan Ilir,65.63,386740.0,9972.0,2017
Empat Lawang,64.21,280350.0,9010.0,2017
Penukal Abab Lematang Ilir,62.58,346448.0,7834.0,2017
Musi Rawas Utara,63.18,417805.0,9348.0,2017
Kota Palembang,77.22,480735.0,14277.0,2017
